endpoint,sample,fold,split
HRD_Score,TCGA-C8-A12W,1,train
HRD_Score,TCGA-C8-A12Y,1,train
HRD_Score,TCGA-C8-A130,1,train
HRD_Score,TCGA-C8-A131,1,train
HRD_Score,TCGA-C8-A132,1,train
HRD_Score,TCGA-C8-A133,1,train
HRD_Score,TCGA-C8-A137,1,train
HRD_Score,TCGA-C8-A138,1,train
HRD_Score,TCGA-C8-A1HE,1,train
HRD_Score,TCGA-C8-A1HF,1,train
HRD_Score,TCGA-C8-A1HJ,1,train
HRD_Score,TCGA-C8-A1HK,1,train
HRD_Score,TCGA-C8-A1HL,1,train
HRD_Score,TCGA-C8-A1HM,1,train
HRD_Score,TCGA-C8-A26V,1,train
HRD_Score,TCGA-C8-A26X,1,train
HRD_Score,TCGA-C8-A26Y,1,train
HRD_Score,TCGA-C8-A273,1,train
HRD_Score,TCGA-C8-A275,1,train
HRD_Score,TCGA-C8-A27A,1,train
HRD_Score,TCGA-C8-A27B,1,train
HRD_Score,TCGA-C8-A8HP,1,train
HRD_Score,TCGA-C8-A8HQ,1,train
HRD_Score,TCGA-C8-A8HR,1,train
HRD_Score,TCGA-D8-A13Y,1,train
HRD_Score,TCGA-D8-A13Z,1,train
HRD_Score,TCGA-D8-A140,1,train
HRD_Score,TCGA-D8-A141,1,train
HRD_Score,TCGA-D8-A143,1,train
HRD_Score,TCGA-D8-A145,1,train
HRD_Score,TCGA-D8-A147,1,train
HRD_Score,TCGA-D8-A1J8,1,train
HRD_Score,TCGA-D8-A1J9,1,train
HRD_Score,TCGA-D8-A1JA,1,train
HRD_Score,TCGA-D8-A1JB,1,train
HRD_Score,TCGA-D8-A1JC,1,train
HRD_Score,TCGA-D8-A1JF,1,train
HRD_Score,TCGA-D8-A1JG,1,train
HRD_Score,TCGA-D8-A1JH,1,train
HRD_Score,TCGA-D8-A1JJ,1,train
HRD_Score,TCGA-D8-A1JL,1,train
HRD_Score,TCGA-D8-A1JM,1,train
HRD_Score,TCGA-D8-A1JN,1,train
HRD_Score,TCGA-D8-A1JP,1,train
HRD_Score,TCGA-D8-A1JS,1,train
HRD_Score,TCGA-D8-A1JT,1,train
HRD_Score,TCGA-D8-A1X7,1,train
HRD_Score,TCGA-D8-A1X8,1,train
HRD_Score,TCGA-D8-A1X9,1,train
HRD_Score,TCGA-D8-A1XB,1,train
HRD_Score,TCGA-D8-A1XF,1,train
HRD_Score,TCGA-D8-A1XG,1,train
HRD_Score,TCGA-D8-A1XJ,1,train
HRD_Score,TCGA-D8-A1XK,1,train
HRD_Score,TCGA-D8-A1XM,1,train
HRD_Score,TCGA-D8-A1XO,1,train
HRD_Score,TCGA-D8-A1XT,1,train
HRD_Score,TCGA-D8-A1XV,1,train
HRD_Score,TCGA-D8-A1XY,1,train
HRD_Score,TCGA-D8-A1XZ,1,train
HRD_Score,TCGA-D8-A1Y0,1,train
HRD_Score,TCGA-D8-A1Y1,1,train
HRD_Score,TCGA-D8-A1Y2,1,train
HRD_Score,TCGA-D8-A1Y3,1,train
HRD_Score,TCGA-D8-A27E,1,train
HRD_Score,TCGA-D8-A27H,1,train
HRD_Score,TCGA-D8-A27L,1,train
HRD_Score,TCGA-D8-A27M,1,train
HRD_Score,TCGA-D8-A27R,1,train
HRD_Score,TCGA-D8-A27T,1,train
HRD_Score,TCGA-D8-A27V,1,train
HRD_Score,TCGA-D8-A27W,1,train
HRD_Score,TCGA-D8-A3Z6,1,train
HRD_Score,TCGA-D8-A73U,1,train
HRD_Score,TCGA-D8-A73W,1,train
HRD_Score,TCGA-D8-A73X,1,train
HRD_Score,TCGA-E2-A10C,1,train
HRD_Score,TCGA-E2-A14O,1,train
HRD_Score,TCGA-E2-A14Q,1,train
HRD_Score,TCGA-E2-A14R,1,train
HRD_Score,TCGA-E2-A14Y,1,train
HRD_Score,TCGA-E2-A14Z,1,train
HRD_Score,TCGA-E2-A150,1,train
HRD_Score,TCGA-E2-A152,1,train
HRD_Score,TCGA-E2-A153,1,train
HRD_Score,TCGA-E2-A154,1,train
HRD_Score,TCGA-E2-A155,1,train
HRD_Score,TCGA-E2-A156,1,train
HRD_Score,TCGA-E2-A158,1,train
HRD_Score,TCGA-E2-A159,1,train
HRD_Score,TCGA-E2-A15A,1,train
HRD_Score,TCGA-E2-A15C,1,train
HRD_Score,TCGA-E2-A15D,1,train
HRD_Score,TCGA-E2-A15E,1,train
HRD_Score,TCGA-E2-A15G,1,train
HRD_Score,TCGA-E2-A15H,1,train
HRD_Score,TCGA-E2-A15J,1,train
HRD_Score,TCGA-E2-A15K,1,train
HRD_Score,TCGA-E2-A15O,1,train
HRD_Score,TCGA-E2-A15P,1,train
HRD_Score,TCGA-E2-A15T,1,train
HRD_Score,TCGA-E2-A1AZ,1,train
HRD_Score,TCGA-E2-A1B0,1,train
HRD_Score,TCGA-E2-A1B4,1,train
HRD_Score,TCGA-E2-A1B5,1,train
HRD_Score,TCGA-E2-A1BD,1,train
HRD_Score,TCGA-E2-A1IE,1,train
HRD_Score,TCGA-E2-A1IF,1,train
HRD_Score,TCGA-E2-A1IG,1,train
HRD_Score,TCGA-E2-A1IH,1,train
HRD_Score,TCGA-E2-A1IL,1,train
HRD_Score,TCGA-E2-A1IO,1,train
HRD_Score,TCGA-E2-A1IU,1,train
HRD_Score,TCGA-E2-A1L6,1,train
HRD_Score,TCGA-E2-A1L8,1,train
HRD_Score,TCGA-E2-A1L9,1,train
HRD_Score,TCGA-E2-A1LA,1,train
HRD_Score,TCGA-E2-A1LG,1,train
HRD_Score,TCGA-E2-A1LH,1,train
HRD_Score,TCGA-E2-A56Z,1,train
HRD_Score,TCGA-E2-A570,1,train
HRD_Score,TCGA-E2-A573,1,train
HRD_Score,TCGA-E2-A9RU,1,train
HRD_Score,TCGA-E9-A1N3,1,train
HRD_Score,TCGA-E9-A1N5,1,train
HRD_Score,TCGA-E9-A1N8,1,train
HRD_Score,TCGA-E9-A1N9,1,train
HRD_Score,TCGA-E9-A1NA,1,train
HRD_Score,TCGA-E9-A1NC,1,train
HRD_Score,TCGA-E9-A1ND,1,train
HRD_Score,TCGA-E9-A1NE,1,train
HRD_Score,TCGA-E9-A1NG,1,train
HRD_Score,TCGA-E9-A1NH,1,train
HRD_Score,TCGA-E9-A1NI,1,train
HRD_Score,TCGA-E9-A1R0,1,train
HRD_Score,TCGA-E9-A1R3,1,train
HRD_Score,TCGA-E9-A1R5,1,train
HRD_Score,TCGA-E9-A1R6,1,train
HRD_Score,TCGA-E9-A1R7,1,train
HRD_Score,TCGA-E9-A1RA,1,train
HRD_Score,TCGA-E9-A1RD,1,train
HRD_Score,TCGA-E9-A1RE,1,train
HRD_Score,TCGA-E9-A1RH,1,train
HRD_Score,TCGA-E9-A226,1,train
HRD_Score,TCGA-E9-A227,1,train
HRD_Score,TCGA-E9-A228,1,train
HRD_Score,TCGA-E9-A229,1,train
HRD_Score,TCGA-E9-A22A,1,train
HRD_Score,TCGA-E9-A22B,1,train
HRD_Score,TCGA-E9-A22D,1,train
HRD_Score,TCGA-E9-A22E,1,train
HRD_Score,TCGA-E9-A243,1,train
HRD_Score,TCGA-E9-A244,1,train
HRD_Score,TCGA-E9-A245,1,train
HRD_Score,TCGA-E9-A247,1,train
HRD_Score,TCGA-E9-A248,1,train
HRD_Score,TCGA-E9-A24A,1,train
HRD_Score,TCGA-E9-A295,1,train
HRD_Score,TCGA-E9-A2JS,1,train
HRD_Score,TCGA-E9-A2JT,1,train
HRD_Score,TCGA-E9-A3X8,1,train
HRD_Score,TCGA-E9-A5FL,1,train
HRD_Score,TCGA-E9-A5UO,1,train
HRD_Score,TCGA-E9-A6HE,1,train
HRD_Score,TCGA-EW-A1IW,1,train
HRD_Score,TCGA-EW-A1IY,1,train
HRD_Score,TCGA-EW-A1IZ,1,train
HRD_Score,TCGA-EW-A1J3,1,train
HRD_Score,TCGA-EW-A1J6,1,train
HRD_Score,TCGA-EW-A1OY,1,train
HRD_Score,TCGA-EW-A1OZ,1,train
HRD_Score,TCGA-EW-A1P0,1,train
HRD_Score,TCGA-EW-A1P3,1,train
HRD_Score,TCGA-EW-A1P6,1,train
HRD_Score,TCGA-EW-A1P8,1,train
HRD_Score,TCGA-EW-A1PA,1,train
HRD_Score,TCGA-EW-A1PB,1,train
HRD_Score,TCGA-EW-A1PE,1,train
HRD_Score,TCGA-EW-A1PG,1,train
HRD_Score,TCGA-EW-A1PH,1,train
HRD_Score,TCGA-EW-A2FV,1,train
HRD_Score,TCGA-EW-A6SB,1,train
HRD_Score,TCGA-EW-A6SC,1,train
HRD_Score,TCGA-EW-A6SD,1,train
HRD_Score,TCGA-GM-A2DB,1,train
HRD_Score,TCGA-GM-A2DC,1,train
HRD_Score,TCGA-GM-A2DF,1,train
HRD_Score,TCGA-GM-A2DH,1,train
HRD_Score,TCGA-GM-A2DK,1,train
HRD_Score,TCGA-GM-A2DM,1,train
HRD_Score,TCGA-GM-A2DN,1,train
HRD_Score,TCGA-GM-A3NW,1,train
HRD_Score,TCGA-GM-A5PX,1,train
HRD_Score,TCGA-HN-A2NL,1,train
HRD_Score,TCGA-HN-A2OB,1,train
HRD_Score,TCGA-LD-A66U,1,train
HRD_Score,TCGA-LD-A7W5,1,train
HRD_Score,TCGA-LL-A50Y,1,train
HRD_Score,TCGA-LL-A5YL,1,train
HRD_Score,TCGA-LL-A5YM,1,train
HRD_Score,TCGA-LL-A5YN,1,train
HRD_Score,TCGA-LL-A5YP,1,train
HRD_Score,TCGA-LL-A6FQ,1,train
HRD_Score,TCGA-LL-A6FR,1,train
HRD_Score,TCGA-LL-A73Y,1,train
HRD_Score,TCGA-LL-A73Z,1,train
HRD_Score,TCGA-LL-A7SZ,1,train
HRD_Score,TCGA-LL-A7T0,1,train
HRD_Score,TCGA-LL-A9Q3,1,train
HRD_Score,TCGA-OK-A5Q2,1,train
HRD_Score,TCGA-OL-A5D7,1,train
HRD_Score,TCGA-OL-A5D8,1,train
HRD_Score,TCGA-OL-A5DA,1,train
HRD_Score,TCGA-OL-A5RV,1,train
HRD_Score,TCGA-OL-A5RW,1,train
HRD_Score,TCGA-OL-A5RX,1,train
HRD_Score,TCGA-OL-A5RY,1,train
HRD_Score,TCGA-OL-A5RZ,1,train
HRD_Score,TCGA-OL-A5S0,1,train
HRD_Score,TCGA-OL-A66I,1,train
